131072 	 32 
393216 	 4208057275 
655360 	 23869684 
917504 	 342532837 
1179648 	 1193832024 
1441792 	 901866567 
1703936 	 3549775685 
1966080 	 1171959351 
2228224 	 1998894144 
2490368 	 3439630277 
2752512 	 1974576274 
3014656 	 3082761549 
3276800 	 57743187 
3538944 	 538498811 
3801088 	 912746916 
4063232 	 3920023417 
4325376 	 2171102850 
4587520 	 3268867371 
4849664 	 146896776 
5111808 	 107858852 
5373952 	 2939831721 
5636096 	 2175831344 
5898240 	 1135750734 
6160384 	 578216019 
6422528 	 281131228 
6684672 	 3212776622 
6946816 	 3137597462 
7208960 	 2194078684 
7471104 	 1222615637 
7733248 	 3300804130 
7995392 	 3563281656 
8257536 	 633762204 
8519680 	 3130285840 
8781824 	 2229817183 
9043968 	 718137046 
9306112 	 935352330 
9568256 	 680604578 
9830400 	 561904099 
10092544 	 3556712150 
10354688 	 1814910633 
10616832 	 4108092882 
10878976 	 1727577096 
11141120 	 3655720940 
11403264 	 1278249995 
11665408 	 1708214923 
11927552 	 3034674075 
12189696 	 2326258413 
12451840 	 3490972109 
12713984 	 3286553488 
12976128 	 160898772 
13238272 	 2379580017 
13500416 	 737697306 
13762560 	 4132256170 
14024704 	 1250975198 
14286848 	 2864533406 
14548992 	 378044724 
14811136 	 2250007592 
15073280 	 4166933028 
15335424 	 81494078 
15597568 	 3911341924 
15859712 	 3598452323 
16121856 	 2568978139 
16384000 	 3699066391 
16646144 	 2867121926 
16908288 	 1523504214 
17170432 	 297421408 
17432576 	 1531466922 
17694720 	 2151204755 
17956864 	 189021775 
18219008 	 1888796969 
18481152 	 326054345 
18743296 	 1286560776 
19005440 	 1113829726 
19267584 	 4018564849 
19529728 	 2877075497 
19791872 	 4116705852 
20054016 	 2232986118 
20316160 	 4248672727 
20578304 	 310902832 
20840448 	 3931427283 
21102592 	 1584254124 
21364736 	 1883320675 
21626880 	 2417925697 
21889024 	 4131783369 
22151168 	 1345263774 
22413312 	 64074888 
22675456 	 4165812194 
22937600 	 2127336045 
23199744 	 2990622553 
23461888 	 2631056747 
23724032 	 1825193876 
23986176 	 3291520104 
24248320 	 2318834113 
24510464 	 3634817030 
24772608 	 1660443513 
25034752 	 4290466964 
25296896 	 1452667939 
25559040 	 1314981172 
25821184 	 185482795 
26083328 	 1687081289 
26345472 	 2864473177 
26607616 	 798317557 
26869760 	 641588690 
27131904 	 3748590969 
27394048 	 1710302595 
27656192 	 1714893573 
27918336 	 553709183 
28180480 	 2485027519 
28442624 	 3509172925 
28704768 	 502762788 
28966912 	 3732315624 
29229056 	 3852631597 
29491200 	 2274714492 
29753344 	 3015401048 
30015488 	 3703718276 
30277632 	 3017482712 
30539776 	 4170360432 
30801920 	 4028793224 
31064064 	 1113890239 
31326208 	 200581448 
31588352 	 424253526 
31850496 	 3440578440 
32112640 	 652971878 
32374784 	 1614344918 
32636928 	 2965995276 
32899072 	 2876361782 
33161216 	 1179524141 
33423360 	 1609108623 
33685504 	 1600424628 
33947648 	 3871598905 
34209792 	 2267292631 
